Pair	Cnt	BinomQ	BinomP
chr16_6470000_6475000-chr16_6750000_6755000	1	0.688607	0.370198
chr16_64990000_64995000-chr16_65270000_65275000	1	0.688607	0.370198
chr16_65270000_65275000-chr16_65550000_65555000	3	0.485567	0.0419492
chr16_65740000_65745000-chr16_66020000_66025000	0	0.808217	0.725605
chr16_65815000_65820000-chr16_66095000_66100000	2	0.584454	0.140594
chr16_66560000_66565000-chr16_66840000_66845000	0	0.808217	0.725605
chr16_66920000_66925000-chr16_67200000_67205000	1	0.688607	0.370198
chr16_66950000_66955000-chr16_67230000_67235000	1	0.688607	0.370198
chr16_66995000_67000000-chr16_67275000_67280000	0	0.808217	0.725605
chr16_67200000_67205000-chr16_67480000_67485000	0	0.808217	0.725605
chr16_67315000_67320000-chr16_67595000_67600000	0	0.808217	0.725605
chr16_67465000_67470000-chr16_67745000_67750000	0	0.808217	0.725605
chr16_67600000_67605000-chr16_67880000_67885000	2	0.584454	0.140594
chr16_67985000_67990000-chr16_68265000_68270000	3	0.485567	0.0419492
chr16_68260000_68265000-chr16_68540000_68545000	1	0.688607	0.370198
chr16_68835000_68840000-chr16_69115000_69120000	0	0.808217	0.725605
chr16_68905000_68910000-chr16_69185000_69190000	0	0.808217	0.725605
chr16_69135000_69140000-chr16_69415000_69420000	0	0.808217	0.725605
chr16_69185000_69190000-chr16_69465000_69470000	1	0.688607	0.370198
chr16_69400000_69405000-chr16_69680000_69685000	2	0.584454	0.140594
chr16_69450000_69455000-chr16_69730000_69735000	1	0.688607	0.370198
chr16_69465000_69470000-chr16_69745000_69750000	0	0.808217	0.725605
chr16_6960000_6965000-chr16_7240000_7245000	1	0.688607	0.370198
chr16_6990000_6995000-chr16_7270000_7275000	3	0.485567	0.0419492
chr16_70185000_70190000-chr16_70465000_70470000	3	0.485567	0.0419492
chr16_7020000_7025000-chr16_7300000_7305000	1	0.688607	0.370198
chr16_70310000_70315000-chr16_70590000_70595000	0	0.808217	0.725605
chr16_70320000_70325000-chr16_70600000_70605000	2	0.584454	0.140594
chr16_70430000_70435000-chr16_70710000_70715000	1	0.688607	0.370198
chr16_71095000_71100000-chr16_71375000_71380000	4	0.283806	0.010242
chr16_71530000_71535000-chr16_71810000_71815000	0	0.808217	0.725605
chr16_71625000_71630000-chr16_71905000_71910000	1	0.688607	0.370198
chr16_71810000_71815000-chr16_72090000_72095000	2	0.584454	0.140594
chr16_72120000_72125000-chr16_72400000_72405000	1	0.688607	0.370198
chr16_72140000_72145000-chr16_72420000_72425000	1	0.688607	0.370198
chr16_7255000_7260000-chr16_7535000_7540000	1	0.688607	0.370198
chr16_72560000_72565000-chr16_72840000_72845000	1	0.688607	0.370198
chr16_72605000_72610000-chr16_72885000_72890000	0	0.808217	0.725605
chr16_72685000_72690000-chr16_72965000_72970000	1	0.688607	0.370198
chr16_72735000_72740000-chr16_73015000_73020000	0	0.808217	0.725605
chr16_72795000_72800000-chr16_73075000_73080000	0	0.808217	0.725605
chr16_72930000_72935000-chr16_73210000_73215000	1	0.688607	0.370198
chr16_73255000_73260000-chr16_73535000_73540000	0	0.808217	0.725605
chr16_73300000_73305000-chr16_73580000_73585000	1	0.688607	0.370198
chr16_73455000_73460000-chr16_73735000_73740000	2	0.584454	0.140594
chr16_73550000_73555000-chr16_73830000_73835000	2	0.584454	0.140594
chr16_74325000_74330000-chr16_74605000_74610000	0	0.808217	0.725605
chr16_74430000_74435000-chr16_74710000_74715000	1	0.688607	0.370198
chr16_7460000_7465000-chr16_7740000_7745000	2	0.584454	0.140594
chr16_75180000_75185000-chr16_75460000_75465000	2	0.584454	0.140594
chr16_75295000_75300000-chr16_75575000_75580000	0	0.808217	0.725605
chr16_75380000_75385000-chr16_75660000_75665000	1	0.688607	0.370198
chr16_75725000_75730000-chr16_76005000_76010000	1	0.688607	0.370198
chr16_75805000_75810000-chr16_76085000_76090000	1	0.688607	0.370198
chr16_76150000_76155000-chr16_76430000_76435000	1	0.688607	0.370198
chr16_76185000_76190000-chr16_76465000_76470000	1	0.688607	0.370198
chr16_76680000_76685000-chr16_76960000_76965000	2	0.584454	0.140594
chr16_77060000_77065000-chr16_77340000_77345000	0	0.808217	0.725605
chr16_77210000_77215000-chr16_77490000_77495000	0	0.808217	0.725605
chr16_7740000_7745000-chr16_8020000_8025000	1	0.688607	0.370198
chr16_77490000_77495000-chr16_77770000_77775000	0	0.808217	0.725605
chr16_77685000_77690000-chr16_77965000_77970000	2	0.584454	0.140594
chr16_78130000_78135000-chr16_78410000_78415000	0	0.808217	0.725605
chr16_7845000_7850000-chr16_8125000_8130000	1	0.688607	0.370198
chr16_78540000_78545000-chr16_78820000_78825000	0	0.808217	0.725605
chr16_78590000_78595000-chr16_78870000_78875000	1	0.688607	0.370198
chr16_78715000_78720000-chr16_78995000_79000000	0	0.808217	0.725605
chr16_79095000_79100000-chr16_79375000_79380000	1	0.688607	0.370198
chr16_79380000_79385000-chr16_79660000_79665000	0	0.808217	0.725605
chr16_80010000_80015000-chr16_80290000_80295000	2	0.584454	0.140594
chr16_80615000_80620000-chr16_80895000_80900000	2	0.584454	0.140594
chr16_80665000_80670000-chr16_80945000_80950000	1	0.688607	0.370198
chr16_80895000_80900000-chr16_81175000_81180000	2	0.584454	0.140594
chr16_8095000_8100000-chr16_8375000_8380000	1	0.688607	0.370198
chr16_82315000_82320000-chr16_82595000_82600000	1	0.688607	0.370198
chr16_82340000_82345000-chr16_82620000_82625000	0	0.808217	0.725605
chr16_82710000_82715000-chr16_82990000_82995000	0	0.808217	0.725605
chr16_82765000_82770000-chr16_83045000_83050000	2	0.584454	0.140594
chr16_82915000_82920000-chr16_83195000_83200000	0	0.808217	0.725605
chr16_83495000_83500000-chr16_83775000_83780000	0	0.808217	0.725605
chr16_83930000_83935000-chr16_84210000_84215000	1	0.688607	0.370198
chr16_84140000_84145000-chr16_84420000_84425000	1	0.688607	0.370198
chr16_84185000_84190000-chr16_84465000_84470000	0	0.808217	0.725605
chr16_84370000_84375000-chr16_84650000_84655000	0	0.808217	0.725605
chr16_84420000_84425000-chr16_84700000_84705000	1	0.688607	0.370198
chr16_84480000_84485000-chr16_84760000_84765000	0	0.808217	0.725605
chr16_845000_850000-chr16_1125000_1130000	4	0.283806	0.010242
chr16_84700000_84705000-chr16_84980000_84985000	0	0.808217	0.725605
chr16_84810000_84815000-chr16_85090000_85095000	0	0.808217	0.725605
chr16_84860000_84865000-chr16_85140000_85145000	3	0.485567	0.0419492
chr16_84880000_84885000-chr16_85160000_85165000	1	0.688607	0.370198
chr16_85140000_85145000-chr16_85420000_85425000	2	0.584454	0.140594
chr16_85455000_85460000-chr16_85735000_85740000	0	0.808217	0.725605
chr16_85600000_85605000-chr16_85880000_85885000	0	0.808217	0.725605
chr16_85820000_85825000-chr16_86100000_86105000	0	0.808217	0.725605
chr16_86340000_86345000-chr16_86620000_86625000	0	0.808217	0.725605
chr16_86460000_86465000-chr16_86740000_86745000	0	0.808217	0.725605
chr16_86610000_86615000-chr16_86890000_86895000	2	0.584454	0.140594
chr16_86810000_86815000-chr16_87090000_87095000	1	0.688607	0.370198
chr16_87250000_87255000-chr16_87530000_87535000	0	0.808217	0.725605
chr16_8750000_8755000-chr16_9030000_9035000	4	0.283806	0.010242
chr16_875000_880000-chr16_1155000_1160000	7	0.0158494	5.84241e-05
chr16_87530000_87535000-chr16_87810000_87815000	0	0.808217	0.725605
chr16_87630000_87635000-chr16_87910000_87915000	6	0.0522248	0.000374594
chr16_87810000_87815000-chr16_88090000_88095000	3	0.485567	0.0419492
chr16_87925000_87930000-chr16_88205000_88210000	2	0.584454	0.140594
chr16_88315000_88320000-chr16_88595000_88600000	1	0.688607	0.370198
chr16_88490000_88495000-chr16_88770000_88775000	0	0.808217	0.725605
chr16_8850000_8855000-chr16_9130000_9135000	1	0.688607	0.370198
chr16_88565000_88570000-chr16_88845000_88850000	0	0.808217	0.725605
chr16_88915000_88920000-chr16_89195000_89200000	5	0.139035	0.00210881
chr16_89140000_89145000-chr16_89420000_89425000	0	0.808217	0.725605
chr16_8930000_8935000-chr16_9210000_9215000	7	0.0158494	5.84241e-05
chr16_89390000_89395000-chr16_89670000_89675000	1	0.688607	0.370198
chr16_89450000_89455000-chr16_89730000_89735000	1	0.688607	0.370198
chr16_89650000_89655000-chr16_89930000_89935000	1	0.688607	0.370198
chr16_89805000_89810000-chr16_90085000_90090000	1	0.688607	0.370198
chr16_8995000_9000000-chr16_9275000_9280000	0	0.808217	0.725605
chr16_9110000_9115000-chr16_9390000_9395000	1	0.688607	0.370198
chr16_9355000_9360000-chr16_9635000_9640000	1	0.688607	0.370198
chr16_9915000_9920000-chr16_10195000_10200000	0	0.808217	0.725605
chr16_9970000_9975000-chr16_10250000_10255000	3	0.485567	0.0419492
chr16_9975000_9980000-chr16_10255000_10260000	3	0.485567	0.0419492
chr16_9985000_9990000-chr16_10265000_10270000	2	0.584454	0.140594
chr16_10175000_10180000-chr16_10460000_10465000	0	0.808525	0.728574
chr16_10335000_10340000-chr16_10620000_10625000	0	0.808525	0.728574
chr16_10565000_10570000-chr16_10850000_10855000	1	0.689272	0.374041
chr16_10710000_10715000-chr16_10995000_11000000	0	0.808525	0.728574
chr16_10850000_10855000-chr16_11135000_11140000	0	0.808525	0.728574
chr16_11125000_11130000-chr16_11410000_11415000	0	0.808525	0.728574
chr16_11285000_11290000-chr16_11570000_11575000	1	0.689272	0.374041
chr16_11570000_11575000-chr16_11855000_11860000	0	0.808525	0.728574
chr16_1190000_1195000-chr16_1475000_1480000	1	0.689272	0.374041
chr16_12300000_12305000-chr16_12585000_12590000	1	0.689272	0.374041
chr16_12405000_12410000-chr16_12690000_12695000	1	0.689272	0.374041
chr16_12460000_12465000-chr16_12745000_12750000	0	0.808525	0.728574
chr16_12470000_12475000-chr16_12755000_12760000	1	0.689272	0.374041
chr16_12790000_12795000-chr16_13075000_13080000	1	0.689272	0.374041
chr16_130000_135000-chr16_415000_420000	1	0.689272	0.374041
chr16_13135000_13140000-chr16_13420000_13425000	0	0.808525	0.728574
chr16_13345000_13350000-chr16_13630000_13635000	3	0.485567	0.0430138
chr16_13690000_13695000-chr16_13975000_13980000	1	0.689272	0.374041
chr16_13975000_13980000-chr16_14260000_14265000	1	0.689272	0.374041
chr16_14440000_14445000-chr16_14725000_14730000	1	0.689272	0.374041
chr16_15480000_15485000-chr16_15765000_15770000	2	0.584454	0.143074
chr16_15540000_15545000-chr16_15825000_15830000	0	0.808525	0.728574
chr16_15610000_15615000-chr16_15895000_15900000	0	0.808525	0.728574
chr16_15975000_15980000-chr16_16260000_16265000	4	0.286096	0.0105838
chr16_16980000_16985000-chr16_17265000_17270000	2	0.584454	0.143074
chr16_17605000_17610000-chr16_17890000_17895000	1	0.689272	0.374041
chr16_17705000_17710000-chr16_17990000_17995000	4	0.286096	0.0105838
chr16_19050000_19055000-chr16_19335000_19340000	0	0.808525	0.728574
chr16_19085000_19090000-chr16_19370000_19375000	1	0.689272	0.374041
chr16_19365000_19370000-chr16_19650000_19655000	1	0.689272	0.374041
chr16_19425000_19430000-chr16_19710000_19715000	0	0.808525	0.728574
chr16_195000_200000-chr16_480000_485000	1	0.689272	0.374041
chr16_19705000_19710000-chr16_19990000_19995000	2	0.584454	0.143074
chr16_19710000_19715000-chr16_19995000_20000000	0	0.808525	0.728574
chr16_19840000_19845000-chr16_20125000_20130000	1	0.689272	0.374041
chr16_20155000_20160000-chr16_20440000_20445000	4	0.286096	0.0105838
chr16_20820000_20825000-chr16_21105000_21110000	4	0.286096	0.0105838
chr16_22600000_22605000-chr16_22885000_22890000	2	0.584454	0.143074
chr16_22910000_22915000-chr16_23195000_23200000	1	0.689272	0.374041
chr16_23050000_23055000-chr16_23335000_23340000	0	0.808525	0.728574
chr16_23165000_23170000-chr16_23450000_23455000	4	0.286096	0.0105838
chr16_23310000_23315000-chr16_23595000_23600000	1	0.689272	0.374041
chr16_23670000_23675000-chr16_23955000_23960000	0	0.808525	0.728574
chr16_23815000_23820000-chr16_24100000_24105000	1	0.689272	0.374041
chr16_24020000_24025000-chr16_24305000_24310000	0	0.808525	0.728574
chr16_24290000_24295000-chr16_24575000_24580000	0	0.808525	0.728574
chr16_24705000_24710000-chr16_24990000_24995000	0	0.808525	0.728574
chr16_24895000_24900000-chr16_25180000_25185000	1	0.689272	0.374041
chr16_25090000_25095000-chr16_25375000_25380000	1	0.689272	0.374041
chr16_25125000_25130000-chr16_25410000_25415000	0	0.808525	0.728574
chr16_25380000_25385000-chr16_25665000_25670000	1	0.689272	0.374041
chr16_2580000_2585000-chr16_2865000_2870000	1	0.689272	0.374041
chr16_25990000_25995000-chr16_26275000_26280000	3	0.485567	0.0430138
chr16_26190000_26195000-chr16_26475000_26480000	3	0.485567	0.0430138
chr16_26655000_26660000-chr16_26940000_26945000	0	0.808525	0.728574
chr16_26750000_26755000-chr16_27035000_27040000	3	0.485567	0.0430138
chr16_27045000_27050000-chr16_27330000_27335000	0	0.808525	0.728574
chr16_27050000_27055000-chr16_27335000_27340000	0	0.808525	0.728574
chr16_27850000_27855000-chr16_28135000_28140000	0	0.808525	0.728574
chr16_27980000_27985000-chr16_28265000_28270000	1	0.689272	0.374041
chr16_28050000_28055000-chr16_28335000_28340000	1	0.689272	0.374041
chr16_28265000_28270000-chr16_28550000_28555000	1	0.689272	0.374041
chr16_28880000_28885000-chr16_29165000_29170000	2	0.584454	0.143074
chr16_29670000_29675000-chr16_29955000_29960000	5	0.139345	0.00219642
chr16_30070000_30075000-chr16_30355000_30360000	1	0.689272	0.374041
chr16_30345000_30350000-chr16_30630000_30635000	1	0.689272	0.374041
chr16_30475000_30480000-chr16_30760000_30765000	1	0.689272	0.374041
chr16_30715000_30720000-chr16_31000000_31005000	0	0.808525	0.728574
chr16_31215000_31220000-chr16_31500000_31505000	3	0.485567	0.0430138
chr16_31295000_31300000-chr16_31580000_31585000	2	0.584454	0.143074
chr16_31375000_31380000-chr16_31660000_31665000	1	0.689272	0.374041
chr16_31565000_31570000-chr16_31850000_31855000	4	0.286096	0.0105838
chr16_31570000_31575000-chr16_31855000_31860000	3	0.485567	0.0430138
chr16_3170000_3175000-chr16_3455000_3460000	2	0.584454	0.143074
chr16_34280000_34285000-chr16_34565000_34570000	4	0.286096	0.0105838
chr16_34495000_34500000-chr16_34780000_34785000	2	0.584454	0.143074
chr16_3625000_3630000-chr16_3910000_3915000	1	0.689272	0.374041
chr16_3765000_3770000-chr16_4050000_4055000	0	0.808525	0.728574
chr16_3800000_3805000-chr16_4085000_4090000	2	0.584454	0.143074
chr16_4050000_4055000-chr16_4335000_4340000	3	0.485567	0.0430138
chr16_4165000_4170000-chr16_4450000_4455000	2	0.584454	0.143074
chr16_420000_425000-chr16_705000_710000	1	0.689272	0.374041
chr16_4225000_4230000-chr16_4510000_4515000	2	0.584454	0.143074
chr16_4260000_4265000-chr16_4545000_4550000	1	0.689272	0.374041
chr16_4560000_4565000-chr16_4845000_4850000	1	0.689272	0.374041
chr16_4575000_4580000-chr16_4860000_4865000	0	0.808525	0.728574
chr16_46605000_46610000-chr16_46890000_46895000	1	0.689272	0.374041
chr16_46670000_46675000-chr16_46955000_46960000	2	0.584454	0.143074
chr16_46710000_46715000-chr16_46995000_47000000	1	0.689272	0.374041
chr16_46715000_46720000-chr16_47000000_47005000	3	0.485567	0.0430138
chr16_46990000_46995000-chr16_47275000_47280000	1	0.689272	0.374041
chr16_4730000_4735000-chr16_5015000_5020000	2	0.584454	0.143074
chr16_47595000_47600000-chr16_47880000_47885000	0	0.808525	0.728574
chr16_47915000_47920000-chr16_48200000_48205000	2	0.584454	0.143074
chr16_48370000_48375000-chr16_48655000_48660000	2	0.584454	0.143074
chr16_48385000_48390000-chr16_48670000_48675000	6	0.0533414	0.000393255
chr16_4860000_4865000-chr16_5145000_5150000	1	0.689272	0.374041
chr16_48925000_48930000-chr16_49210000_49215000	0	0.808525	0.728574
chr16_4910000_4915000-chr16_5195000_5200000	1	0.689272	0.374041
chr16_49210000_49215000-chr16_49495000_49500000	0	0.808525	0.728574
chr16_49325000_49330000-chr16_49610000_49615000	1	0.689272	0.374041
chr16_49485000_49490000-chr16_49770000_49775000	1	0.689272	0.374041
chr16_49525000_49530000-chr16_49810000_49815000	0	0.808525	0.728574
chr16_49680000_49685000-chr16_49965000_49970000	1	0.689272	0.374041
chr16_49735000_49740000-chr16_50020000_50025000	2	0.584454	0.143074
chr16_50285000_50290000-chr16_50570000_50575000	0	0.808525	0.728574
chr16_50415000_50420000-chr16_50700000_50705000	1	0.689272	0.374041
chr16_50455000_50460000-chr16_50740000_50745000	1	0.689272	0.374041
chr16_51070000_51075000-chr16_51355000_51360000	0	0.808525	0.728574
chr16_51240000_51245000-chr16_51525000_51530000	2	0.584454	0.143074
chr16_52325000_52330000-chr16_52610000_52615000	2	0.584454	0.143074
chr16_52620000_52625000-chr16_52905000_52910000	1	0.689272	0.374041
chr16_52975000_52980000-chr16_53260000_53265000	0	0.808525	0.728574
chr16_53020000_53025000-chr16_53305000_53310000	2	0.584454	0.143074
chr16_53050000_53055000-chr16_53335000_53340000	1	0.689272	0.374041
chr16_53245000_53250000-chr16_53530000_53535000	2	0.584454	0.143074
chr16_53295000_53300000-chr16_53580000_53585000	0	0.808525	0.728574
chr16_53335000_53340000-chr16_53620000_53625000	1	0.689272	0.374041
chr16_53925000_53930000-chr16_54210000_54215000	4	0.286096	0.0105838
chr16_5420000_5425000-chr16_5705000_5710000	0	0.808525	0.728574
chr16_54555000_54560000-chr16_54840000_54845000	2	0.584454	0.143074
chr16_54665000_54670000-chr16_54950000_54955000	1	0.689272	0.374041
chr16_54840000_54845000-chr16_55125000_55130000	1	0.689272	0.374041
chr16_54870000_54875000-chr16_55155000_55160000	1	0.689272	0.374041
chr16_55045000_55050000-chr16_55330000_55335000	0	0.808525	0.728574
chr16_55120000_55125000-chr16_55405000_55410000	0	0.808525	0.728574
chr16_55140000_55145000-chr16_55425000_55430000	2	0.584454	0.143074
chr16_55405000_55410000-chr16_55690000_55695000	0	0.808525	0.728574
chr16_55465000_55470000-chr16_55750000_55755000	0	0.808525	0.728574
chr16_55495000_55500000-chr16_55780000_55785000	0	0.808525	0.728574
chr16_55505000_55510000-chr16_55790000_55795000	1	0.689272	0.374041
chr16_55510000_55515000-chr16_55795000_55800000	2	0.584454	0.143074
chr16_55910000_55915000-chr16_56195000_56200000	2	0.584454	0.143074
chr16_55965000_55970000-chr16_56250000_56255000	2	0.584454	0.143074
chr16_56065000_56070000-chr16_56350000_56355000	0	0.808525	0.728574
chr16_56075000_56080000-chr16_56360000_56365000	2	0.584454	0.143074
chr16_56250000_56255000-chr16_56535000_56540000	1	0.689272	0.374041
chr16_5625000_5630000-chr16_5910000_5915000	1	0.689272	0.374041
chr16_56530000_56535000-chr16_56815000_56820000	1	0.689272	0.374041
chr16_56550000_56555000-chr16_56835000_56840000	1	0.689272	0.374041
chr16_5800000_5805000-chr16_6085000_6090000	1	0.689272	0.374041
chr16_5830000_5835000-chr16_6115000_6120000	2	0.584454	0.143074
chr16_58840000_58845000-chr16_59125000_59130000	1	0.689272	0.374041
chr16_59105000_59110000-chr16_59390000_59395000	1	0.689272	0.374041
chr16_59375000_59380000-chr16_59660000_59665000	3	0.485567	0.0430138
chr16_59380000_59385000-chr16_59665000_59670000	1	0.689272	0.374041
chr16_59610000_59615000-chr16_59895000_59900000	1	0.689272	0.374041
chr16_59645000_59650000-chr16_59930000_59935000	1	0.689272	0.374041
chr16_59775000_59780000-chr16_60060000_60065000	1	0.689272	0.374041
chr16_60120000_60125000-chr16_60405000_60410000	1	0.689272	0.374041
chr16_60250000_60255000-chr16_60535000_60540000	3	0.485567	0.0430138
chr16_61590000_61595000-chr16_61875000_61880000	2	0.584454	0.143074
chr16_61595000_61600000-chr16_61880000_61885000	4	0.286096	0.0105838
chr16_61765000_61770000-chr16_62050000_62055000	1	0.689272	0.374041
chr16_61830000_61835000-chr16_62115000_62120000	1	0.689272	0.374041
chr16_62090000_62095000-chr16_62375000_62380000	2	0.584454	0.143074
chr16_62125000_62130000-chr16_62410000_62415000	1	0.689272	0.374041
chr16_62210000_62215000-chr16_62495000_62500000	1	0.689272	0.374041
chr16_62780000_62785000-chr16_63065000_63070000	2	0.584454	0.143074
chr16_63065000_63070000-chr16_63350000_63355000	1	0.689272	0.374041
chr16_63075000_63080000-chr16_63360000_63365000	2	0.584454	0.143074
chr16_6350000_6355000-chr16_6635000_6640000	1	0.689272	0.374041
chr16_63610000_63615000-chr16_63895000_63900000	2	0.584454	0.143074
chr16_64025000_64030000-chr16_64310000_64315000	1	0.689272	0.374041
chr16_64080000_64085000-chr16_64365000_64370000	1	0.689272	0.374041
chr16_64685000_64690000-chr16_64970000_64975000	0	0.808525	0.728574
chr16_64990000_64995000-chr16_65275000_65280000	0	0.808525	0.728574
chr16_65030000_65035000-chr16_65315000_65320000	0	0.808525	0.728574
chr16_65095000_65100000-chr16_65380000_65385000	1	0.689272	0.374041
chr16_65695000_65700000-chr16_65980000_65985000	2	0.584454	0.143074
chr16_65790000_65795000-chr16_66075000_66080000	1	0.689272	0.374041
chr16_65800000_65805000-chr16_66085000_66090000	0	0.808525	0.728574
chr16_65815000_65820000-chr16_66100000_66105000	0	0.808525	0.728574
chr16_6595000_6600000-chr16_6880000_6885000	1	0.689272	0.374041
chr16_66110000_66115000-chr16_66395000_66400000	0	0.808525	0.728574
chr16_6695000_6700000-chr16_6980000_6985000	0	0.808525	0.728574
chr16_67140000_67145000-chr16_67425000_67430000	0	0.808525	0.728574
chr16_67180000_67185000-chr16_67465000_67470000	2	0.584454	0.143074
chr16_67265000_67270000-chr16_67550000_67555000	0	0.808525	0.728574
chr16_67315000_67320000-chr16_67600000_67605000	0	0.808525	0.728574
chr16_67340000_67345000-chr16_67625000_67630000	0	0.808525	0.728574
chr16_67495000_67500000-chr16_67780000_67785000	0	0.808525	0.728574
chr16_67595000_67600000-chr16_67880000_67885000	4	0.286096	0.0105838
chr16_67600000_67605000-chr16_67885000_67890000	3	0.485567	0.0430138
chr16_67780000_67785000-chr16_68065000_68070000	0	0.808525	0.728574
chr16_6780000_6785000-chr16_7065000_7070000	0	0.808525	0.728574
chr16_67885000_67890000-chr16_68170000_68175000	1	0.689272	0.374041
chr16_67960000_67965000-chr16_68245000_68250000	0	0.808525	0.728574
chr16_67975000_67980000-chr16_68260000_68265000	6	0.0533414	0.000393255
chr16_68565000_68570000-chr16_68850000_68855000	1	0.689272	0.374041
chr16_68805000_68810000-chr16_69090000_69095000	3	0.485567	0.0430138
chr16_68830000_68835000-chr16_69115000_69120000	0	0.808525	0.728574
chr16_68835000_68840000-chr16_69120000_69125000	0	0.808525	0.728574
chr16_68850000_68855000-chr16_69135000_69140000	2	0.584454	0.143074
chr16_68860000_68865000-chr16_69145000_69150000	4	0.286096	0.0105838
chr16_68870000_68875000-chr16_69155000_69160000	2	0.584454	0.143074
chr16_69115000_69120000-chr16_69400000_69405000	2	0.584454	0.143074
chr16_69165000_69170000-chr16_69450000_69455000	1	0.689272	0.374041
chr16_69180000_69185000-chr16_69465000_69470000	1	0.689272	0.374041
chr16_69325000_69330000-chr16_69610000_69615000	1	0.689272	0.374041
chr16_69665000_69670000-chr16_69950000_69955000	2	0.584454	0.143074
chr16_69900000_69905000-chr16_70185000_70190000	1	0.689272	0.374041
chr16_70035000_70040000-chr16_70320000_70325000	2	0.584454	0.143074
chr16_70185000_70190000-chr16_70470000_70475000	0	0.808525	0.728574
chr16_7020000_7025000-chr16_7305000_7310000	2	0.584454	0.143074
chr16_70305000_70310000-chr16_70590000_70595000	1	0.689272	0.374041
chr16_70310000_70315000-chr16_70595000_70600000	1	0.689272	0.374041
chr16_70450000_70455000-chr16_70735000_70740000	1	0.689272	0.374041
chr16_70470000_70475000-chr16_70755000_70760000	0	0.808525	0.728574
chr16_71755000_71760000-chr16_72040000_72045000	2	0.584454	0.143074
chr16_72140000_72145000-chr16_72425000_72430000	2	0.584454	0.143074
chr16_72175000_72180000-chr16_72460000_72465000	1	0.689272	0.374041
chr16_72265000_72270000-chr16_72550000_72555000	1	0.689272	0.374041
chr16_72275000_72280000-chr16_72560000_72565000	2	0.584454	0.143074
chr16_7240000_7245000-chr16_7525000_7530000	1	0.689272	0.374041
chr16_72405000_72410000-chr16_72690000_72695000	1	0.689272	0.374041
chr16_72540000_72545000-chr16_72825000_72830000	1	0.689272	0.374041
chr16_72550000_72555000-chr16_72835000_72840000	1	0.689272	0.374041
chr16_72560000_72565000-chr16_72845000_72850000	1	0.689272	0.374041
chr16_72600000_72605000-chr16_72885000_72890000	4	0.286096	0.0105838
chr16_72825000_72830000-chr16_73110000_73115000	1	0.689272	0.374041
chr16_72885000_72890000-chr16_73170000_73175000	2	0.584454	0.143074
chr16_72925000_72930000-chr16_73210000_73215000	0	0.808525	0.728574
chr16_73015000_73020000-chr16_73300000_73305000	0	0.808525	0.728574
chr16_73025000_73030000-chr16_73310000_73315000	0	0.808525	0.728574
chr16_73055000_73060000-chr16_73340000_73345000	1	0.689272	0.374041
chr16_73170000_73175000-chr16_73455000_73460000	2	0.584454	0.143074
chr16_73265000_73270000-chr16_73550000_73555000	1	0.689272	0.374041
chr16_73310000_73315000-chr16_73595000_73600000	1	0.689272	0.374041
chr16_73550000_73555000-chr16_73835000_73840000	1	0.689272	0.374041
chr16_73585000_73590000-chr16_73870000_73875000	1	0.689272	0.374041
chr16_74230000_74235000-chr16_74515000_74520000	1	0.689272	0.374041
chr16_74510000_74515000-chr16_74795000_74800000	3	0.485567	0.0430138
chr16_74700000_74705000-chr16_74985000_74990000	1	0.689272	0.374041
chr16_74710000_74715000-chr16_74995000_75000000	0	0.808525	0.728574
chr16_74735000_74740000-chr16_75020000_75025000	5	0.139345	0.00219642
chr16_74765000_74770000-chr16_75050000_75055000	0	0.808525	0.728574
chr16_74795000_74800000-chr16_75080000_75085000	2	0.584454	0.143074
chr16_7525000_7530000-chr16_7810000_7815000	1	0.689272	0.374041
chr16_75440000_75445000-chr16_75725000_75730000	0	0.808525	0.728574
chr16_75570000_75575000-chr16_75855000_75860000	2	0.584454	0.143074
chr16_76925000_76930000-chr16_77210000_77215000	1	0.689272	0.374041
chr16_77260000_77265000-chr16_77545000_77550000	5	0.139345	0.00219642
chr16_77265000_77270000-chr16_77550000_77555000	0	0.808525	0.728574
chr16_77280000_77285000-chr16_77565000_77570000	0	0.808525	0.728574
chr16_77515000_77520000-chr16_77800000_77805000	2	0.584454	0.143074
chr16_77725000_77730000-chr16_78010000_78015000	2	0.584454	0.143074
chr16_78125000_78130000-chr16_78410000_78415000	0	0.808525	0.728574
chr16_78535000_78540000-chr16_78820000_78825000	1	0.689272	0.374041
chr16_78970000_78975000-chr16_79255000_79260000	1	0.689272	0.374041
chr16_79095000_79100000-chr16_79380000_79385000	1	0.689272	0.374041
chr16_79375000_79380000-chr16_79660000_79665000	0	0.808525	0.728574
chr16_79880000_79885000-chr16_80165000_80170000	2	0.584454	0.143074
chr16_80015000_80020000-chr16_80300000_80305000	2	0.584454	0.143074
chr16_80180000_80185000-chr16_80465000_80470000	0	0.808525	0.728574
chr16_80810000_80815000-chr16_81095000_81100000	1	0.689272	0.374041
chr16_81455000_81460000-chr16_81740000_81745000	2	0.584454	0.143074
chr16_82085000_82090000-chr16_82370000_82375000	0	0.808525	0.728574
chr16_82280000_82285000-chr16_82565000_82570000	1	0.689272	0.374041
chr16_82340000_82345000-chr16_82625000_82630000	1	0.689272	0.374041
chr16_82455000_82460000-chr16_82740000_82745000	0	0.808525	0.728574
chr16_82565000_82570000-chr16_82850000_82855000	0	0.808525	0.728574
chr16_8260000_8265000-chr16_8545000_8550000	1	0.689272	0.374041
